整租 | 霖雨桥地铁站 中汇沃尔玛北辰财富中心 单身公寓 拎包,北辰财富中心,1900,https://km.58.com/zufang/41680139370649x.shtml?houseId=1413016155120654&shangquan=kmbeichen&shangquanId=12065&dataSource=0
单间 | 火车北站地铁口 万宏国际合租单间600到1200全部,火车北站,600,https://km.58.com/hezu/41701339133862x.shtml?houseId=1415729724268551&shangquan=huochebei&shangquanId=12067&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0knHn1rHD1n19vnM980v6YUykKuaYvPvEvrAnOmiYOn1TksHw-PHbVmhc1riYOPWRBn1mkPADQmWDKn1bYn1cvPWDvPjNkP1cKTHDYnHNLnWbLnWEzPW9dPHDKnHTznjTKnHTznjTKnikQnTDQPWDKnHN3PHbOrHnkP10dnkDQnk7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHcKTiYQTEDQnWEvnW9drHNkrH9kPjmYPWEkTHmKTHDKnvDkn1R6m1nVmHNdraYYPAE1sH-WPj0VP1u6P1TQn10Quj0YTHDzPjmzrjNOPHDkrHnLnWnQn1mKnHcYPWc3PHbdnHT1nj9krjNLP9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWcfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQn97exEDQnjT1nkDQnjTQPHTvTH9zuAu-P1wWsHcknAnVPj0kmBdBrAmksH9dnvubrjnkrymLuTDKnTDKTHTKnHmQsjDdrjb_nHDOrHmKn9DLujcQPyNzPj6WujDQnWbz
整租 | 东华二小旁  春登里 精装两房 带家具家电出租  拎,董家湾,2000,https://km.58.com/zufang/41684483584677x.shtml?houseId=1408998396616709&shangquan=dongjiawan&shangquanId=13043&dataSource=0
整租 | 巫家坝旁别样幸福城清爽2房 带全套家具家电 2000,巫家坝,2000,https://km.58.com/zufang/41726373310886x.shtml?houseId=1418934099567616&shangquan=kmjc&shangquanId=12095&dataSource=0
整租 | 新迎片区 枫蓝国际 两室两厅 精装修 带全套家具家电,白龙路片区,2100,https://km.58.com/zufang/41651174201503x.shtml?houseId=1409308613369859&shangquan=bailonglu&shangquanId=12063&dataSource=0
整租 | 景星花园 1室1厅1卫,新迎片区,1600,https://km.58.com/zufang/41691934142215x.shtml?houseId=1414525886145536&shangquan=xinyingp&shangquanId=12075&dataSource=0
整租 | 华宏鑫世界北辰财富中心精装2800元月2房 随时看房,北辰财富中心,2800,https://km.58.com/zufang/41491592651927x.shtml?houseId=1388882175386635&shangquan=kmbeichen&shangquanId=12065&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPjbQPHbzPWNQrHcLXaO1pZwVUT7bsHP-nHwhuWm1syDLmvEVPAcvnBYOn1NzsycdmywBujRWuhcOmkD1n1nYnHnQrHckrjEdrTDKnHn3rj93nWDLPHn3PWm1PEDQn1DknTDQn1DknTDQsjDkTHDvnEDQPH9vnjTQnW9YPWT1THDzTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnWTKTiYQTEDQnWEdrHT3rjD1Pj0QPHmLrj0zTHmKTHDKrHcvmvmdnHcVmWPBraYYnjbvsycLuWbVmvEkrjnLuH0Om19vTHDzPjNOnj93nHndrHnznjcvrj9KnHcYPHbkrj9Qn1NLnWcQrj93nTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWckskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP976n1bkm1EQnBdhuyPbsHwBmWNVrym3PBYvPHuhnjnYmWFWrjNKTHTKTEDkTHDvnikQPH9OsjDQrHbYTHcKuANdmHmLPWTvujKbmH66nT
单间 | 雅福园合租单间带独立阳台不绑卡月付无中.介费实拍图用,大商汇,700,https://km.58.com/hezu/41336969676425x.shtml?houseId=1369090434294791&shangquan=dashanghui&shangquanId=12080&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnHn1PWbvrHmLPWEzPg980v6YUykKuaYQnAnkuWnOPadbuWcYsHE3uWnVrjIWradhn1TQn1EYPjubuHbKn103PjE1njDQrjEdn1NKTHD1PWbkrHTYn1EzrHELrHDKnHTOnjTKnHTOnjTKnikQnTDQPWDKnHN3PWTknj01PHNQrEDQn97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHDdTEDVnEDKnHcYPH9Lnj01PWmLn19Ln1bznTDvTEDQTHc1uyNLPhP6sHDzPWDVPjIWnzd6rAuBsyRbmHEvnhPhPvcQnTDQnWEdrj0kP1nvrHNOnjb3rj9kTHDzPjN3P1TLn1mOnjEdP1cOnW9KTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3QPitKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKnA76mWuhPyNVuWTLmBYYPWbOsyFbnAnVrHwBPvE3P1TkmvEYTEDkTEDKnTDQPWD_nHNOnikQnWTkrEDzTHDLnAcvPh7hrHnzujI-n1N
整租 | 关上 国贸中心 融城春晓 圣世一品 精装3房 全套,董家湾,2600,https://km.58.com/zufang/41558694149900x.shtml?houseId=1397471167030287&shangquan=dongjiawan&shangquanId=13043&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPHN3PWbYnHEOrHTkXaO1pZwVUT7bsyckPHTLuHnYsyN3m10VPjFhmzY3nW03syubuWbOP1mQuWRBPkDdPHEznjTznH0vPj93n9DKnHnOP1ELnHDvP1T1njc3PkDQnHnOrEDQnHnOrEDQsjDkTHDvnEDQPH9vnjTQnH0YP1DLTHNKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDQrEDKsHDKTHDzPjm1n103PHbOnjbkPWmLPHcKP9DKnED3uW0OryR-mid6PWIhsHEYnAcVmWDvuaYkrymdPjb3mHEYuW9KnHcYPWn1P19vnjTzPWNkP1cvPTDQnWEvn1nLrjNOrHmLP19LnjT3TEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8nHbfTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTHEzuyNvP19QsHmzPH9VPAcknBYOPWTLsHu6PywWuhmzrAFbrTDKnTDKTHTKnHmQsjDdrHT_nHcOPW0Kn9D3P1TYnWT3mHP-uWFBm17W
单间 | 云大小区 3室2厅1卫 次卧 朝南,北市区,600,https://km.58.com/hezu/41682406783272x.shtml?houseId=1413306384194567&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 2500元月3房 随时看房 东骧神骏精装金马寺片区1,金马寺片区,2500,https://km.58.com/zufang/41714562285470x.shtml?houseId=1417422288953354&shangquan=jinmasi&shangquanId=12093&dataSource=0
整租 | 度假区 精装三房 南北通透 停车方便 带家具家电 看,滇池度假区,2500,https://km.58.com/zufang/41649407957378x.shtml?houseId=1409082533944328&shangquan=dianchi&shangquanId=12081&dataSource=0
整租 | 大商汇 近万达 配套成熟 滇池名门 豪装带全套家具家,大商汇,2900,https://km.58.com/zufang/41694659532711x.shtml?houseId=1414874736106508&shangquan=dashanghui&shangquanId=12080&dataSource=0
整租 | 精装三房，1300租！照片是没打扫之前的照片，有视频,江东花园,1300,https://km.58.com/zufang/41726115898260x.shtml?houseId=1418901149015055&shangquan=kmjd&shangquanId=12068&dataSource=0
整租 | 医科大学对面天润康园四室住房出租！,市政府,1800,https://km.58.com/zufang/41724819305358x.shtml?houseId=1418735186959368&shangquan=chenggongxc&shangquanId=13323&dataSource=0
单间 | 俊发盛唐城 5室1厅2卫 次卧 南,北辰财富中心,500,https://km.58.com/hezu/41725404197783x.shtml?houseId=1418810053190671&shangquan=kmbeichen&shangquanId=12065&dataSource=0
整租 | 滨江俊园 同德广场 精装修 2室 配置齐 拎包住 2,滨江俊园,2800,https://km.58.com/zufang/41657389632513x.shtml?houseId=1410104188656651&shangquan=binjjy&shangquanId=12077&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWNLn19OPWnzPHD1XaO1pZwVUT7bsHRBmvmdPW9OsyN3mhmVPj7bnzY3rj6WsHTdmyPhrynvnWKhPTDvn19OnHnvrjNdnHbdnEDKnHEQnjDkPjD3rjmdPWmdnEDQn1cknTDQn1cknTDQsjDkTHDvnEDQPH9drHbOPWnLnH0QTHbKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDdTEDVnEDKnHcYPWcdPHnzPWmvrjcLrH9krTDvTEDQTyFBuAubmyw6sHD3uW0VPA76mBdBrA7-sHwbnyNQmWPBn1Rhn9DQnWEvnWNdn1cLnH0QPHbvnW93THDzPjmzPHN1nW0QnjEYP1NQn1mKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3dskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9D1nhNvrHKhmzYOuyNksHEvPAcVmWTOnidhPHRhnAPBm1DvrjDKTHTKTEDkTHDvnikQPH9OsjDznjTvTHcKmvnQPvmLuhDLrHTLnhRWu9
整租 | 百年明日城市 1室1厅1卫,高新区,1500,https://km.58.com/zufang/41679237573277x.shtml?houseId=1412900726039556&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 精装3房东骧神骏90平随时看房 2200元月金马寺片,金马寺片区,2200,https://km.58.com/zufang/41724257604758x.shtml?houseId=1418663289003015&shangquan=jinmasi&shangquanId=12093&dataSource=0
单间 | 大商汇 儿童医院 鹤唐福景次卧带阳台出租 中介勿扰,大商汇,950,https://km.58.com/hezu/41724214223106x.shtml?houseId=1418657736335374&shangquan=dashanghui&shangquanId=12080&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0zPjcQPjczn1DkPM980v6YUykKuadhPjPWPycOnBd-nyu6sHE3rHmVrjcYuidbrynduW7-mW0vuWDKPWTkPWDdPHDkPjDknW0KTHDYnH9vPH0Ln1m1n1N1P1EKnHTOnjTKnHTOnjTKnikQnTDQPWDKnHN3PWTknjbdPHDLPTDQPE7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHDLTEDVnEDKnHcYPWcLPWN3rj9YrHnYnjEQP9DvTEDQTyPbnWw-mvcksH--uhEVPjDznidBmWI-sym1mWPhn19vnAcvrEDQnWEvnW0vPH9OnWndnWDvn19YTHDzPjmzP1mdrjbQPW9Qnj0dnWTKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3QPztKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKmHNzuWNOn1nVuW0kPiYYmW-hsyc3PWbVuWI-PW6bnhNQm1TOTEDkTEDKnTDQPWD_nHNOnikQnWTkrEDzTHDdryR6ry7WrHbLuj0zujm
整租 | 俊发盛唐城 3室2厅1卫,北辰财富中心,2100,https://km.58.com/zufang/41638512857502x.shtml?houseId=1407687961713676&shangquan=kmbeichen&shangquanId=12065&dataSource=0
整租 | 滨江俊园 2500元月 精装1室1厅1卫 全新家具家,滨江俊园,2500,https://km.58.com/zufang/41646059773698x.shtml?houseId=1408653966533644&shangquan=binjjy&shangquanId=12077&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWEvnjNOP101PWb3XaO1pZwVUT7bsyu6nvEkm1TdsymLmW9VPAmdraY3rH--sHP-PAuhn1FBuAckrTDLnjNLPHm1PW0vnHnYP9DKnHEkrjmdn1bvPWN1n1mYPTDQn1cknTDQn1cknTDQsjDkTHDvnEDQPH9vnjTznjNQn1nOTHDkTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnW0KTiYQTEDQnWEvn1nLrjDdnjEvP1bQnHm3THmKTHDKujPhrHT1rHcVmyD1nBYYny7-sycQuAcVnvmOuWb1nvN3PHmdTHDzPjm1n103nHNQP1cvnWTzrj9KnHcYPWn1P19QPHDkPHNQnHEzPTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWcLskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DQmW-BmyNkmiYvujuhsHE3mvmVmyN1raYzuH-BPvF-nHRbuhnKTHTKTEDkTHDvnikQPH9OsjDznjTvTHcKn1PbuWN1rjIhmWNQn1u-PT
整租 | 高新区 西城时代 精装跃层带家具随时看房,高新区,1500,https://km.58.com/zufang/41658954818186x.shtml?houseId=1410304532112398&shangquan=kmgaoxin&shangquanId=12055&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWN3rHNYrjD3nH9vXaO1pZwVUT7bsHbduH6-nAD3sHN1mWNVPj01uaY3nWw6sH--mywWmWb3mhmQuEDvnHDLPWb1PWTvn1NkPkDKnHEQnjnkPjN1nWDQnWnOrTDQn1NknTDQn1NknTDQsjDkTHDvnEDQPH9vnjTYnWEYPjTdTHDKwbnVHiLMGO4hBs4b8sf-BFxCCpWGCUgh-UH-bcWMGO4hVexhWGcKnEDYPkDKsHDKTHDzPjmzP101rjb1rHTOP1bkP1cKP9DKnE76uWc3mWwWPBdhnjNQsHE3nhEVmWw-uBdBnvmvrHNkuyw-nvEKnHcYPWcLP1n3rH9QPjmQPWTvPEDQnWEvnW0Ln19OP1nOnHTvn1TYTEDKTEDKsEDKTy6YIZK1rBtfpvY8PH98mvqVsvPCIgGdsLK8Pj0fTEDznWc8nWDdsWbQsW9LTHTKnTDKnikQnE7exEDQnjT1nkDQnjTQPHTvTHbYnjDvuAEzsHDOmhmVPARbnid6rHbQsHTzmHbYmvF-n1IBm9DKnTDKTHTKnHmQsjDdrj9_nHDOrjEKn97bPj7WnyDvuyc3nyNkrjR-
整租 | SOHO俊园 地铁口近 刚刚装修好 没有人住过,火车北站,2200,https://km.58.com/zufang/41723616521894x.shtml?houseId=1418581230542862&shangquan=huochebei&shangquanId=12067&dataSource=0
整租 | 怡康温泉新村(B区) 2室2厅1卫,滇池路片区,1700,https://km.58.com/zufang/41727547471385x.shtml?houseId=1419084392506374&shangquan=dianchilu&shangquanId=12082&dataSource=0
整租 | 精装三房，1300租！照片是没打扫之前的照片，有视频,江东花园,1300,https://km.58.com/zufang/41726119232520x.shtml?houseId=1418901575506950&shangquan=kmjd&shangquanId=12068&dataSource=0
单间 | 广福城沁福园 4室2厅2卫 其他 西,世纪半岛,650,https://km.58.com/hezu/41679499938852x.shtml?houseId=1412934307945475&shangquan=shijibandao&shangquanId=13041&dataSource=0
单间 | 直租 华龙人家 天骄北麓 耀龙康城和谐世纪  电梯房,北市区,720,https://km.58.com/hezu/41712451350178x.shtml?houseId=1417152088579085&shangquan=beishiqu&shangquanId=12052&dataSource=0
单间 | 急租近唐子巷，大悦城，市中心，宝善街，拓东路，志远大,和平村,699,https://km.58.com/hezu/41695395733134x.shtml?houseId=1414968969550851&shangquan=hpc&shangquanId=12092&dataSource=0
整租 | 月牙塘荷塘月色精装2房 72平 看房随时方便,北市区,2300,https://km.58.com/zufang/41702264796953x.shtml?houseId=1414691136920590&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 急租 司家营地铁口 俊发城龙江雅苑 标准1室1厅精装,江东花园,1600,https://short.58.com/zd_p/65f22037-5305-4aa1-a389-94fda94049ad/?target=tk-16-xgk_hvimob_57908954809618q-feykn&end=end&lego_ts=nHTksAEVP1EOnj76rynVnjbLPBYYujnzsycLm19VuhPWPWNdmHmvuyNQsjEQPW01PWEkn10vrjN1&shangquan=kmjd&shangquanId=12068&dataSource=1
整租 | 办公首先134平米3300看房方便滨江俊园临近地铁交,滨江俊园,3300,https://km.58.com/zufang/41705247448093x.shtml?houseId=1416229989819393&shangquan=binjjy&shangquanId=12077&dataSource=0
单间 | 恒泰滇池名门 儿童医院 水岸 押一付一 拎包入住 无,大商汇,850,https://km.58.com/hezu/41723172031907x.shtml?houseId=1418524335727623&shangquan=dashanghui&shangquanId=12080&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0zn1DLnWT1nHbkPL980v6YUykKuaYvPvc3nHc1mBYdPHcksHEkrjbVrjTOPzYdnhcvnW7-uWmYPhmKPj03rjcQnWN1n19Qn1TKTHDYnH9dnWE1n1NLnW0vnWnKnHTOnjTKnHTOnjTKnikQnTDQPWDKnHN3PWTknj9YPHnvPkDYTNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnHmKTiYQTEDQnWEvn1cQPjbYnWn3nH9LPHckTHmKTHDKPAR-rHcQmvDVrHNQraYYmhcQsHb1rHEVnW9vrjRBPhEknWnzTHDzPjm1nWDYrHE1PW9QrH9vPHmKnHcYPWnznHEOPjnkPHc3PjTOP9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWDvskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHcKXLYKnHTkn1nKnHTknHNkP97-uHTLuHNQPiYkuHNOsHEvnHTVmyP-riY1m1cLuj7bmHm1nyEKTHTKTEDkTHDvnikQPHbQsjDznjTOTHcKrj9OmWKbmvcknjN1uynkPT
整租 | 高新区黄土坡 0费用 可月付 海伦中心市精装拎包入住,高新区,1800,https://km.58.com/zufang/41723033197702x.shtml?houseId=1418506565116942&shangquan=kmgaoxin&shangquanId=12055&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQP1c1njn1nHbLP1TzXaO1pZwVUT7bsHbkuWI6rHnzsH-hPjEVPjPWradBPhPbsyc3n1u6PHRhPyw6uTDdnWmOrH03nHmdPH91nEDKnHEQrjNkPWNvPHDQPWbYn9DQn1NknTDQn1NknTDQsjDkTHDvnEDQPH9vnjT1nHEdPW9dTHD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKn10KTiYQTEDQnWEvnWN3PjmzPWmdPjbYPHc3THmKTHDKryE1ryDdn10Vuym1uiYYnAE3sH6-nhEVn1ubPjTvrHmQmHEvTHDzPjmzPH9YPWc3PHEzn19znj9KnHcYPWcdrjEvnW03nWbznW0dn9DKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWnLskDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DkmHK6P1-WuBYOPvNksHEvnHEVmWTdnaYdPWE1PW0OuHPBPhDKTHTKTEDkTHDvnikQPH93sjDQrH9YTHcKnyPbnhmQP1ndPWF-PWDzmE
单间 | 俊发时代俊园紫韵馨苑 4室2厅2卫 主卧 南,市政府,660,https://km.58.com/hezu/41724774473626x.shtml?houseId=1418729448218633&shangquan=chenggongxc&shangquanId=13323&dataSource=0
单间 | 广福城沁福园 5室1厅2卫 其他 南,世纪半岛,500,https://km.58.com/hezu/41646868923650x.shtml?houseId=1408757537874957&shangquan=shijibandao&shangquanId=13041&dataSource=0
整租 | 高新区 万科云子旁西城中心楼上 拎包入住 押一付一,高新区,2200,https://km.58.com/zufang/41712795725441x.shtml?houseId=1417196168731658&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 学府路 海伦先生一室一厅带家具家电出租,虹山片区,1800,https://km.58.com/zufang/41680642970521x.shtml?houseId=1413080615967752&shangquan=kmhongshan&shangquanId=12056&dataSource=0
整租 | 个人直租！高新区 昌源中路 鑫金.花园三室两厅一卫,高新区,2800,https://km.58.com/zufang/41723322674211x.shtml?houseId=1418543618104335&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 公寓直租！香缇玫瑰！河宏路！爱琴海片区!无中介！拎包,世纪半岛,860,https://km.58.com/zufang/41678919348627x.shtml?houseId=1412859992597517&shangquan=shijibandao&shangquanId=13041&dataSource=0
整租 | 房东直租 海伦中心 一室一厅一卫 可短租家具家电齐全,高新区,1600,https://km.58.com/zufang/41723188681743x.shtml?houseId=1418526466940931&shangquan=kmgaoxin&shangquanId=12055&dataSource=0
整租 | 世纪城旁海伦国际精装空房 视野好 看房方便 1800,世纪城,1800,https://km.58.com/zufang/41726447160966x.shtml?houseId=1418943551823884&shangquan=kmsjc&shangquanId=12100&dataSource=0
整租 | 官南大道五大洲别样院景精装4房 136.8平随时看房,巫家坝,2700,https://km.58.com/zufang/41650230359171x.shtml?houseId=1409187801341966&shangquan=kmjc&shangquanId=12095&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWNknWnkn1NOnH0QXaO1pZwVUT7bsyNvrANkPhE1sHR-nhNVPju6PBYOnHnvsHNOnj9YnhN1mHRBmEDOnHEOP1NzPj0drHDQTEDQPjTOnH9LrjTQn1EQrHmvTHD1PjTkTHD1PjTkTHD_nHTKnHmQTHDdrjmknjTYnjmknHcKPT7AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHDzTEDVnEDKnHcYPjEdPWnLnj9QPWm3rjDzrEDvTEDQTyuhryPWuj9YsycduWcVPjcOuaYOuymLsHwbmWDLrHNkm1R-nEDQnWEYPjNvn10QnWc1PHELrHTYTHDzPjEYPHm1P1DQPWE3nHN1PWTKTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A3QnBtKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDQTgVqTHDknjn1THDknjDdnjmKnvmQnHI-nWmVPyP6PaYYPyNOsy7WujDVmhDLnHmQujmLmy76TEDkTEDKnTDQPWD_nHNOnakQnWTzPEDzTyNLnAE1mhNOn19kmWnzryE
整租 | 西山区 万达精装修公寓 中层 端头房 有钥匙 500,大商汇,5180,https://km.58.com/zufang/41646202128420x.shtml?houseId=1408672188046349&shangquan=dashanghui&shangquanId=12080&dataSource=0
整租 | 江东片区 仿江南水乡 精装4房 133平,北辰财富中心,2500,https://km.58.com/zufang/41645596972318x.shtml?houseId=1408594728197133&shangquan=kmbeichen&shangquanId=12065&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfXMRhmyOMs1EQPWEdPHbvrH0zn1D3XaO1pZwVUT7bsyn3mHDOPyP6syE3rjEVPjFBuiYOnHPbsHmkmyDYm1wBuA7WmEDYPW0Ln1mvPWTvP1b3n9DKnHEkrjNOPj0zrjDOP1D1nkDQn1DknTDQn1DknTDQsjDkTHDvnEDQPH9vnjTznHmQnHmOTHD1TNujsNYVOlXxOCB4OsBeOmBgl2AClpAdOGyYOuacOlXxOoXLOCliTHDKnW9KTiYQTEDQnWEvnWNOnjnzn19vnH91nHm3THmKTHDKP1FWnyFbuhNVrH7BuBYYryDzsycOPWNVuWPBuWEkrycYPHu-THDzPjmzPHbkn1cdnHcknHczrj9KnHcYPWcdrHT1nWEYPjbkn1EzPTDKTEDKTiYKTE7CIZwk01CfsvVVsWN3shPfUiqWpZRlIiqkUWc3skDKnWczsWcQPi3Oni33PkDkTHTKTHD_nHDKXLYKnHTkn1nKnHTknHNkP9DQrHF-PyNdniY1rAndsHE3PWnVrH01mBd-uH0znWIBmWb1uWNKTHTKTEDkTHDvnikQPH9OsjDQrHbYTHcKrjD3uWcdmHn1mHKWuAu-nk
整租 | 时代俊园 4房两厅两卫 全新装修从未入住 家具家电齐,市政府,1500,https://km.58.com/zufang/41660981824283x.shtml?houseId=1410563990298630&shangquan=chenggongxc&shangquanId=13323&dataSource=0
整租 | 精装公寓拎包入住可短租长租可月付。,白塔路,2100,https://km.58.com/zufang/41679996329999x.shtml?houseId=1412997846360073&shangquan=baitalu&shangquanId=12064&dataSource=0
单间 | 船房村 1室1厅1卫 其他 南,滇池路片区,450,https://km.58.com/hezu/41726820568232x.shtml?houseId=1418991348932620&shangquan=dianchilu&shangquanId=12082&dataSource=0
单间 | 近爱情海 广源小区 单间 无中介 可月付 拎包入住,世纪城,850,https://km.58.com/hezu/41723942397572x.shtml?houseId=1418622942223369&shangquan=kmsjc&shangquanId=12100&dataSource=2&legourl=//legoclick.58.com/jump?target=szqoUi3draOWUvYfpARlIitYnH0zn1bYnWnOP1NLnM980v6YUykKuaY1uAmOrAELmBYLmyF-sHE1nj9VmHD3nBdhPjTdPjwhuW93nAcKP1T1PW9dPjndnHckP1TKTHDYnH9vnWcOPjcznWn1PWbKnHT1njTKnHT1njTKnikQnTDQPWDKnHN3PWTknW0kPWnknEDQP97AEzdPsXXMMSpcfSi38Syc-SB6Jrh6VXpRVryEBrXMMSpLVSprb9DQTHn1TEDVnEDKnHcYPWcvP1mknHEdrjnkP1TLn9DvTEDQTHuWm1E1m1b3syubmhNVPAc1PBd6nWT3synkuyDLPvw6rjmvPEDQnWEvnWmLPWTQPHbvP1nQn1bzTHDzPjmzPW0vnjDdnH0knW01nW9KTEDKTEDVTEDKpZwY0ZnlszqoUi3draOWUvYfmv6dXMNf0A31nztKTHcznB3znHN8rHD8rj0KnTDkTEDQsjDzTgVqTHDknjn1THDknjDdnjmKuH-bmvm3uW9VmWmLmBYYmvnLsH9QPHcVmHb3PjKBrjTQPjDzTEDkTEDKnTDQPWD_nHNOnakQnWTzrEDzTH0kmHDzPHmYn10YPjTzmhD
整租 | 饵季路地铁大都摩天车立方车市大澡堂世纪城可月付无中介,世纪城,650,https://km.58.com/zufang/41723661192485x.shtml?houseId=1418586946823172&shangquan=kmsjc&shangquanId=12100&dataSource=0
单间 | 司家营地铁口 万科金域缇香 近龙头街 昆十中 合租拎,北辰财富中心,699,https://km.58.com/hezu/41727870368679x.shtml?houseId=1419125723161604&shangquan=kmbeichen&shangquanId=12065&dataSource=0
单间 | 直租保利玺樾 近穿金路 永安国际 白龙新区 新迎片区,火车北站,750,https://km.58.com/hezu/41715324203141x.shtml?houseId=1417519813435393&shangquan=huochebei&shangquanId=12067&dataSource=0
整租 | 名匠誉峰 1室0厅1卫,北市区,1450,https://km.58.com/zufang/41725520279310x.shtml?houseId=1418824911870982&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 供电局宿舍(宝海路) 2室2厅1卫,昆明站,2000,https://km.58.com/zufang/41628824637600x.shtml?houseId=1406447869582340&shangquan=kunmingzhan&shangquanId=13047&dataSource=0
整租 | 昆明市医药公司宿舍院 3室1厅1卫,翠湖,2300,https://km.58.com/zufang/41724805603850x.shtml?houseId=1418733433283591&shangquan=cuihu&shangquanId=12053&dataSource=0
整租 | 同德广场A区 豪华装修 房间采光好 全套齐全 有钥匙,金星立交桥,4300,https://km.58.com/zufang/41469487348123x.shtml?houseId=1386052696334346&shangquan=jianxingqiao&shangquanId=12070&dataSource=0
整租 | 同德广场旁 金星小区 精装三室 空房出租 4楼 南向,金星立交桥,1800,https://km.58.com/zufang/41646583858563x.shtml?houseId=1408721050263564&shangquan=jianxingqiao&shangquanId=12070&dataSource=0
整租 | 红云A区 3室2厅1卫,北市区,1700,https://km.58.com/zufang/41724050330277x.shtml?houseId=1418636757967883&shangquan=beishiqu&shangquanId=12052&dataSource=0
整租 | 北市区 公交车场旁 天骄北麓精装四房 看房子方便 急,北市区,2000,https://km.58.com/zufang/41613793337372x.shtml?houseId=1404523862859790&shangquan=beishiqu&shangquanId=12052&dataSource=0
